Line Item Value,Weight (Kilograms),Freight Cost (USD),Processing Time (Days),Shipment Mode_Truck,"Country_Congo, DRC",Country_C̫te d'Ivoire,Country_Mozambique,Country_Uganda,Country_Zambia,Delivery Quarter_1,Delivery Quarter_2,Delivery Quarter_3,Delivery Quarter_4,Vendor_encoded,Delayed
7182.0,1154.0,12508.65,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
77965.36,3371.0,11862.2,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
138439.27,1994.0,10231.84,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
5400.0,97.0,98.08,24.0,True,False,False,False,False,False,True,False,False,False,5404,0
39984.0,3820.0,35933.8,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
27456.0,905.0,10451.25,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
85536.0,2493.0,4887.18,24.0,True,False,False,False,False,True,False,True,False,False,5404,0
720.0,12.0,785.88,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
720.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
25585.2,196.0,1381.7,24.0,False,False,False,False,True,False,True,False,False,False,5404,0
23584.0,231.0,5491.08,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
15.05,440.0,1759.4,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
157746.9,569.0,886.35,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
3200.0,4252.0,15696.7,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
94964.2,1316.0,3056.96,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
192698.0,1897.0,3826.17,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
1132792.5,3788.0,1910.61,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
25221.0,181.0,690.39,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
25672.5,181.0,2944.21,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
29923.53,519.0,5974.7,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
15987.9,4639.0,47525.69,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
381024.0,3750.0,1891.44,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
67599.3,1156.0,6308.6,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
2520.0,448.0,2605.77,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
1329.9,58.0,7363.73,24.0,True,False,False,False,False,False,True,False,False,False,5404,0
32771.75,6556.0,5401.95,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
900000.0,9228.0,3671.92,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
230882.4,2382.0,3671.92,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
98637.4,2717.0,4060.55,24.0,True,False,False,False,False,True,False,False,False,True,5404,0
19217.0,152.0,1340.96,24.0,False,False,False,False,True,False,True,False,False,False,5404,0
23760.0,404.0,5637.82,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
6140.0,1368.0,5663.0,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
900072.0,3918.0,1012.43,24.0,True,False,False,True,False,False,False,False,False,True,5404,0
420750.0,3657.0,23070.58,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
50400.0,108.0,13353.34,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
157500.0,1566.0,10624.04,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
19292.7,3435.0,40301.65,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
271560.0,1787.0,10073.76,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
170000.0,2764.0,2938.92,24.0,True,False,False,False,False,True,False,False,False,True,5404,0
7024.4,451.0,3487.94,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
17708.9,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
20290.8,204.0,3477.0,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
154580.0,6036.0,3671.92,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
1536.48,4211.0,3227.48,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
60050.0,379.0,1188.97,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
828936.0,8693.0,6757.33,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
10434.6,102.0,3680.33,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
307194.12,4593.0,16901.37,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
436240.35,4237.0,3482.59,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
38528.0,677.0,1522.92,24.0,True,False,False,True,False,False,False,False,False,True,5404,0
105.0,1.0,462.5,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
2949.3,892.0,13353.34,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
38605.8,563.0,3852.55,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
448008.75,1481.0,14974.4,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
74292.8,822.0,7321.04,24.0,False,False,False,False,True,False,True,False,False,False,5404,0
23475.16,181.0,18617.93,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
83597.4,937.0,10990.36,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
600500.0,3775.0,4060.54,24.0,True,False,False,False,False,True,False,False,False,True,5404,0
51311.4,506.0,22985.72,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
1741450.0,11186.0,9330.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
34333.2,3427.0,3874.22,24.0,False,False,False,True,False,False,False,False,False,True,5404,0
1409.4,23.0,968.55,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
118500.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,5404,0
89040.0,298.0,2922.53,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
346731.0,3415.0,15128.37,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
341222.4,7113.0,3599.76,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
67226.25,235.0,15128.37,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
31308.24,14.0,1375.36,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
16063.25,239.0,2393.34,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
6657.79,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
61.33,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
16803.0,545.0,2280.64,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
3855.0,10681.0,17384.76,24.0,True,False,False,False,False,True,False,True,False,False,5404,0
4239.36,827.0,7789.88,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
46260.0,341.0,2219.27,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
291600.0,3364.0,7329.83,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
16679.18,133.0,1759.21,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
96027.12,2634.0,6111.21,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
700.3,31.0,1047.04,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
176368.5,687.0,1854.88,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
890000.0,9290.0,2400.26,24.0,True,False,False,True,False,False,False,False,True,False,5404,0
74787.0,551.0,2448.71,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
122007.3,475.0,3588.34,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
946080.0,10865.0,13518.56,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
52710.0,396.0,6087.84,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
77298.24,706.0,3144.57,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
1824.0,3426.0,9797.41,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
294000.0,9522.0,13518.56,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
9061.5,2520.0,25874.1,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
4588.5,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
1680.0,23.0,1173.1,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
175986.75,1067.0,2217.5,24.0,True,False,False,False,False,False,False,False,False,True,5404,0
159649.1,1593.0,9547.7,24.0,True,False,False,False,True,False,False,False,False,True,5404,0
6716.5,1224.0,2298.61,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
3547.8,156.0,2298.6,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
82463.88,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
9117.81,155.0,939.08,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
21480.0,55.0,913.15,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
38920.0,108.0,23000.34,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
13809.6,630.0,3660.4,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
48000.0,580.0,4965.24,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
10191.0,221.0,710.68,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
13251.6,45.0,348.09,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
10275.0,105.0,348.09,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
909487.44,8169.0,33572.78,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
160180.0,1047.0,12740.42,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
4892.4,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
50949.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
1935.0,120.0,11609.31,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
71186.25,650.0,2457.0,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
7615.83,153.0,1013.24,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
242759.8,675.0,2440.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
4000.0,15.0,1363.0,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
20235.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
4276.86,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
9594.4,151.0,1516.0,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
25395.0,31.0,1589.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
108526.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
25395.0,345.0,2554.39,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
12000.0,49.0,1012.59,24.0,True,False,False,False,False,False,False,False,False,True,5404,0
4960.0,55.0,1126.84,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
188728.05,9182.0,37695.46,24.0,False,False,False,False,False,True,False,False,True,False,5404,0
8000.0,78.0,1324.61,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
13500.0,115.0,1352.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
1703.35,12.0,764.62,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
37625.8,373.0,1850.0,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
239.25,15.0,350.78,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
442.75,15.0,460.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
155830.8,1114.0,3473.0,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
4993.2,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
139476.8,3369.0,9689.0,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
160000.0,2366.0,13952.38,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
5485.48,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
300842.5,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
6320.6,214.0,891.0,24.0,False,False,False,False,True,False,False,False,True,False,5404,0
8620.76,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
87716.6,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
17480.0,917.0,6056.76,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
46740.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
106800.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
29777.5,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
31348.61,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
22344.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
17024.0,128.0,944.21,24.0,False,False,False,False,False,True,False,False,True,False,5404,0
34200.0,497.0,2650.36,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
19817.28,1736.0,14182.54,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
131520.0,749.0,2717.0,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
1258.24,295.0,1737.0,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
41364.64,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
22126.5,395.0,3478.0,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
21325.14,151.0,1157.58,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
124015.28,3023.0,13721.28,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
62775.28,1047.0,5869.655000000001,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
57470.0,186.0,549.44,24.0,False,False,False,True,False,False,False,False,False,True,5404,0
2032.34,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
2142.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
1010.1,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
25200.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
27279.2,159.0,1007.34,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
10827.12,6230.0,25739.49,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
224.0,118.0,1616.04,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
700.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,False,False,True,5404,0
2.0,63.0,598.08,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
22275.0,197.0,1637.0,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
548156.7,3801.0,13715.55,24.0,False,False,False,False,False,True,True,False,False,False,5404,0
1102.5,464.0,3393.0,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
0.0,1088.0,2951.94,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
33056.0,236.0,1448.2,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
383.25,16.0,472.5,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
20128.0,49.0,639.75,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
19686.9,421.0,5947.88,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
4140.9,807.0,2511.67,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
7787.34,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
275576.0,4080.0,13317.2,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
1550.0,195.0,2587.9,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
14910.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
17150.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
27072.0,182.0,1722.0,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
976189.5,3946.0,14199.3,24.0,False,False,False,False,False,True,True,False,False,False,5404,0
10047.0,37.0,504.0,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
9576.0,165.0,2559.28,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
3200.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
25537.4,732.0,2724.27,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
9576.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
548156.7,3483.0,12643.63,24.0,False,False,False,False,False,True,True,False,False,False,5404,0
17615.75,2749.0,10654.94,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
276900.0,1230.0,4680.1,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
81500.0,574.0,3787.32,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
43.0,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
3200.0,2519.0,15252.7,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
275576.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
32536.71,566.0,3594.6,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
24000.0,700.0,954.13,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
106038.0,559.0,3562.4,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
170979.2,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
1890.0,4668.0,8787.28,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
1000.0,1024.0,5226.6,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
21475.8,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
540288.8,14083.0,11053.53,24.0,False,False,False,True,False,False,False,True,False,False,5404,1
712845.0,9344.0,35246.5,24.0,False,False,False,False,False,True,True,False,False,False,5404,0
53803.44,338.0,1890.76,24.0,False,False,False,False,False,True,True,False,False,False,5404,0
472500.0,4657.0,2348.92,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
3200.0,422.0,3335.15,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
487958.0,5372.0,16430.72,24.0,False,False,False,False,False,False,False,True,False,False,5404,1
288000.0,7393.0,6051.02,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
1800.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
2640.0,938.0,11340.2,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
9021.6,1600.0,10314.28,24.0,False,False,False,False,True,False,False,False,True,False,5404,0
393750.0,1365.0,9904.65,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
3607.4,106.0,1054.52,24.0,False,False,False,False,True,False,False,False,True,False,5404,0
1200.0,751.0,190.06,24.0,True,False,False,False,False,False,True,False,False,False,5404,0
7182.0,199.0,1917.53,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
22.4,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
71400.0,2955.0,4551.52,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
622478.0,14599.0,32146.52,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
275576.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
12330.0,34.0,1608.7,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
2160.0,7.0,774.84,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
1050000.0,3512.0,1772.4,24.0,False,False,False,False,False,True,False,True,False,False,5404,0
490383.2,6606.0,22666.98,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
16000.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
280620.0,13123.0,9161.95,24.0,False,False,False,True,False,False,False,False,True,False,5404,0
90210.0,16778.0,9043.65,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
64595.2,4218.0,43041.34,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
140698.8,1448.0,3613.31,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
6732.0,66.0,772.04,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
668390.2,9635.0,52979.7,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
50.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,False,True,5404,0
151068.8,2503.0,3629.37,24.0,True,False,False,False,False,True,False,False,False,True,5404,0
120360.0,1987.0,14931.8,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
262500.0,878.0,4401.4,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
124866.3,2353.0,3210.18,24.0,False,False,False,False,False,True,False,False,True,False,5404,0
6720.0,1120.0,8185.2,24.0,False,False,False,False,False,True,False,False,False,True,5404,0
72165.0,2521.0,14336.95,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
236000.0,2283.0,13586.1,24.0,False,False,False,False,True,False,True,False,False,False,5404,0
562400.0,8912.0,35513.01,24.0,True,False,False,False,False,False,True,False,False,False,5404,0
600500.0,3880.0,3817.12,24.0,False,False,False,False,False,True,False,False,True,False,5404,0
576000.0,11515.0,5869.655000000001,24.0,True,False,False,True,False,False,False,False,True,False,5404,0
912545.8,13253.0,64506.78,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
22337.4,215.0,2408.91,24.0,False,False,False,False,True,False,True,False,False,False,5404,0
1726.2,123.0,845.37,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
55476.16,933.0,3409.91,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
5512.0,2085.0,23866.2,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
2800.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
10014.72,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
562400.0,8848.0,37040.86,24.0,True,False,False,False,False,False,False,True,False,False,5404,0
1644.0,52.0,1287.77,24.0,False,False,False,True,False,False,False,True,False,False,5404,0
206070.24,3155.0,9021.82,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
76.72,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
1500.0,10435.0,121330.06,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
60050.0,4247.0,8231.95,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
15260.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
322980.0,5197.0,21895.01,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
3648.75,192.0,13538.35,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
1450.0,26.0,1096.71,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
90112.0,9516.0,101348.75,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
52156.0,2002.0,10460.94,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
23571.0,404.0,5866.29,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
600500.0,3842.0,15281.81,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
301593.6,5589.0,22758.49,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
75363.75,249.0,6443.61,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
61856.4,610.0,5869.655000000001,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
562989.0,5553.0,11492.86,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
512928.0,2803.0,8669.38,24.0,False,False,True,False,False,False,False,True,False,False,5404,0
31361.8,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
3360.0,26.0,997.46,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
15001.5,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
48040.0,8523.0,35673.58,24.0,True,False,False,False,False,False,False,True,False,False,5404,0
22050.0,404.0,3366.98,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
982800.0,5712.0,5873.0,24.0,True,False,False,False,False,False,False,True,False,False,5404,0
1200000.0,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,True,False,False,5404,0
792197.4,7798.0,15128.37,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
3770.19,28.0,1047.24,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
6825.0,28.0,1180.71,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
219.6,5.0,537.32,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
4110.0,23.0,1152.63,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
5138.64,3545.0,3599.76,24.0,True,False,False,True,False,False,False,True,False,False,5404,0
1.5,1047.0,5869.655000000001,24.0,True,False,False,False,False,False,False,False,True,False,5404,0
11250.0,1787.0,12798.04,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
1100000.0,7735.0,15922.67,24.0,True,False,False,False,False,True,False,True,False,False,5404,0
39245.44,1165.0,7329.83,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
2312.64,27.0,1012.18,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
809.55,6.0,1053.86,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
154966.8,1984.0,7329.83,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
127301.6,1894.0,13293.41,24.0,False,False,False,False,True,False,False,True,False,False,5404,0
45531.6,452.0,7329.83,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
45780.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
6245.1,47.0,1000.51,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
39824.0,786.0,11032.42,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
407649.0,2876.0,4506.18,24.0,True,False,False,False,False,True,False,False,True,False,5404,0
2446.08,1585.0,6811.39,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
4423.68,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,True,False,5404,0
3591.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
1445.76,11.0,1112.31,24.0,False,False,False,False,True,False,False,False,True,False,5404,0
26441.8,322.0,3054.1,24.0,False,False,False,False,True,False,False,False,False,True,5404,0
25322.8,485.0,7302.48,24.0,False,False,True,False,False,False,False,False,True,False,5404,0
5181.75,36.0,9341.49,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
6768.0,47.0,1234.91,24.0,False,False,True,False,False,False,False,False,False,True,5404,0
2.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
1.0,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
0.42,1047.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
196728.08,2901.0,4897.42,24.0,True,False,False,False,False,True,False,False,False,True,5404,0
9789.0,190.0,1317.4,24.0,False,False,False,True,False,False,False,False,False,True,5404,0
34.2,1.0,5869.655000000001,24.0,False,False,False,False,False,False,False,False,False,True,5404,0
5721.6,205.0,1380.45,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
58.75,1.0,19480.97,24.0,False,False,False,False,False,False,True,False,False,False,5404,0
70687.5,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
49140.0,275.0,1448.0,24.0,False,False,True,False,False,False,True,False,False,False,5404,1
69429.85,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
68577.84,1047.0,5869.655000000001,24.0,False,False,False,True,False,False,True,False,False,False,5404,0
8976.0,368.0,1619.0,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
37596.0,1047.0,5869.655000000001,24.0,False,False,True,False,False,False,True,False,False,False,5404,0
8340.0,353.0,3684.6,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
8000.0,32.0,695.23,24.0,False,False,False,False,False,False,False,True,False,False,5404,0
